"","exper_init_var","exper_ssid_var","demand","feedb_awar_var","feedb_blef_var","video_awar_var","heard_awar_var","block.num","trial","anger","happy","hap","sat","enj","agg","irr","ann","dif"
"279","klp",147,"neg",4,0,1,0,1,"happ",0,0,0,0,0,0,0,0,1
"280","klp",147,"neg",4,0,1,0,2,"happ",0,0,0,0,0,0,0,0,1
"281","klp",147,"neg",4,0,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"282","klp",147,"neg",4,0,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"283","klp",148,"neu",2,1,2,0,1,"angr",0,0.666666666666667,1,0,1,0,0,0,2
"284","klp",148,"neu",2,1,2,0,2,"angr",0,0,0,0,0,0,0,0,1
"285","klp",148,"neu",2,1,2,0,1,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"286","klp",148,"neu",2,1,2,0,2,"happ",0,0,0,0,0,0,0,0,3
"287","klp",148,"neu",2,1,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"288","klp",148,"neu",2,1,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"289","JOB",149,"neg",3,2,1,0,1,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"290","JOB",149,"neg",3,2,1,0,2,"angr",0,0,0,0,0,0,0,0,1
"291","JOB",149,"neg",3,2,1,0,1,"happ",0,0,0,0,0,0,0,0,1
"292","JOB",149,"neg",3,2,1,0,2,"happ",0,0.333333333333333,0,0,1,0,0,0,1
"293","JOB",149,"neg",3,2,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"294","JOB",149,"neg",3,2,1,0,2,"neut",0.333333333333333,0,0,0,0,0,0,1,1
"295","JOB",150,"neg",2,1,0,0,1,"angr",0.333333333333333,0,0,0,0,0,0,1,1
"296","JOB",150,"neg",2,1,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"297","JOB",150,"neg",2,1,0,0,1,"happ",0,0,0,0,0,0,0,0,1
"298","JOB",150,"neg",2,1,0,0,2,"happ",0,0,0,0,0,0,0,0,1
"299","JOB",150,"neg",2,1,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"300","JOB",150,"neg",2,1,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"301","rev",151,"neu",0,NA,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"302","rev",151,"neu",0,NA,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"303","rev",151,"neu",0,NA,0,0,1,"happ",0,0,0,0,0,0,0,0,1
"304","rev",151,"neu",0,NA,0,0,2,"happ",0,0,0,0,0,0,0,0,1
"305","rev",151,"neu",0,NA,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"306","rev",151,"neu",0,NA,0,0,2,"neut",0,0,0,0,0,0,0,0,2
"307","rev",152,"pos",2,0,0,0,1,"angr",0.333333333333333,0.666666666666667,1,1,0,0,1,0,1
"308","rev",152,"pos",2,0,0,0,2,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"309","rev",152,"pos",2,0,0,0,1,"happ",0,2.33333333333333,3,2,2,0,0,0,1
"310","rev",152,"pos",2,0,0,0,2,"happ",0,1.33333333333333,2,1,1,0,0,0,1
"311","rev",152,"pos",2,0,0,0,1,"neut",0.333333333333333,0,0,0,0,0,1,0,1
"312","rev",152,"pos",2,0,0,0,2,"neut",0.333333333333333,0,0,0,0,0,1,0,1
"313","GEO",153,"pos",2,3,3,0,1,"angr",0,0,0,0,0,0,0,0,1
"314","GEO",153,"pos",2,3,3,0,2,"angr",0,0,0,0,0,0,0,0,1
"315","GEO",153,"pos",2,3,3,0,1,"happ",0,1,1,1,1,0,0,0,1
"316","GEO",153,"pos",2,3,3,0,2,"happ",0,0.666666666666667,1,1,0,0,0,0,1
"317","GEO",153,"pos",2,3,3,0,1,"neut",0,0,0,0,0,0,0,0,1
"318","GEO",153,"pos",2,3,3,0,2,"neut",0,0,0,0,0,0,0,0,1
"319","MAM",154,"neg",1,3,1,0,1,"angr",0,0,0,0,0,0,0,0,1
"320","MAM",154,"neg",1,3,1,0,2,"angr",0,0,0,0,0,0,0,0,1
"321","MAM",154,"neg",1,3,1,0,1,"happ",0,2.33333333333333,2,2,3,0,0,0,1
"322","MAM",154,"neg",1,3,1,0,2,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"323","MAM",154,"neg",1,3,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"324","MAM",154,"neg",1,3,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"325","TSS",155,"pos",2,4,2,0,1,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"326","TSS",155,"pos",2,4,2,0,2,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"327","TSS",155,"pos",2,4,2,0,1,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"328","TSS",155,"pos",2,4,2,0,2,"happ",0,1,1,1,1,0,0,0,1
"329","TSS",155,"pos",2,4,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"330","TSS",155,"pos",2,4,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"331","rev",156,"neg",4,0,3,0,1,"angr",0,0.333333333333333,0,0,1,0,0,0,1
"332","rev",156,"neg",4,0,3,0,2,"angr",0,0,0,0,0,0,0,0,1
"333","rev",156,"neg",4,0,3,0,1,"happ",0.333333333333333,0,0,0,0,0,0,1,2
"334","rev",156,"neg",4,0,3,0,2,"happ",0.666666666666667,0,0,0,0,0,1,1,1
"335","rev",156,"neg",4,0,3,0,1,"neut",0,0,0,0,0,0,0,0,1
"336","rev",156,"neg",4,0,3,0,2,"neut",0.333333333333333,0,0,0,0,0,0,1,1
"337","rev",157,"neg",0,0,2,0,1,"angr",0,0,0,0,0,0,0,0,1
"338","rev",157,"neg",0,0,2,0,2,"angr",0,0,0,0,0,0,0,0,1
"339","rev",157,"neg",0,0,2,0,1,"happ",0,0,0,0,0,0,0,0,1
"340","rev",157,"neg",0,0,2,0,2,"happ",0,0,0,0,0,0,0,0,1
"341","rev",157,"neg",0,0,2,0,1,"neut",0,0.666666666666667,1,0,1,0,0,0,1
"342","rev",157,"neg",0,0,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"343","GEO",158,"neu",2,3,2,0,1,"angr",0,0,0,0,0,0,0,0,1
"344","GEO",158,"neu",2,3,2,0,2,"angr",0,0,0,0,0,0,0,0,1
"345","GEO",158,"neu",2,3,2,0,1,"happ",0,0,0,0,0,0,0,0,1
"346","GEO",158,"neu",2,3,2,0,2,"happ",0,0,0,0,0,0,0,0,1
"347","GEO",158,"neu",2,3,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"348","GEO",158,"neu",2,3,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"349","GEO",159,"neg",4,3,2,0,1,"angr",0,0,0,0,0,0,0,0,1
"350","GEO",159,"neg",4,3,2,0,2,"angr",0,0.333333333333333,1,0,0,0,0,0,1
"351","GEO",159,"neg",4,3,2,0,1,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"352","GEO",159,"neg",4,3,2,0,2,"happ",0,0.333333333333333,1,0,0,0,0,0,1
"353","GEO",159,"neg",4,3,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"354","GEO",159,"neg",4,3,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"355","JOB",160,"neu",0,2,0,0,1,"angr",0.666666666666667,0,0,0,0,0,1,1,2
"356","JOB",160,"neu",0,2,0,0,2,"angr",0.666666666666667,0,0,0,0,1,0,1,2
"357","JOB",160,"neu",0,2,0,0,1,"happ",0,0.666666666666667,0,1,1,0,0,0,1
"358","JOB",160,"neu",0,2,0,0,2,"happ",0.333333333333333,1,2,1,0,1,0,0,4
"359","JOB",160,"neu",0,2,0,0,1,"neut",0.333333333333333,0,0,0,0,0,0,1,1
"360","JOB",160,"neu",0,2,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"361","JOB",161,"neg",1,0,0,1,1,"angr",0,0,0,0,0,0,0,0,1
"362","JOB",161,"neg",1,0,0,1,2,"angr",0,0,0,0,0,0,0,0,1
"363","JOB",161,"neg",1,0,0,1,1,"happ",0,0.333333333333333,1,0,0,0,0,0,1
"364","JOB",161,"neg",1,0,0,1,2,"happ",0,0,0,0,0,0,0,0,1
"365","JOB",161,"neg",1,0,0,1,1,"neut",0,0,0,0,0,0,0,0,1
"366","JOB",161,"neg",1,0,0,1,2,"neut",0,0,0,0,0,0,0,0,1
"367","TKA",162,"neg",2,0,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"368","TKA",162,"neg",2,0,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"369","TKA",162,"neg",2,0,0,0,1,"happ",0,0,0,0,0,0,0,0,1
"370","TKA",162,"neg",2,0,0,0,2,"happ",0.666666666666667,0,0,0,0,0,0,2,1
"371","TKA",162,"neg",2,0,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"372","TKA",162,"neg",2,0,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"373","TKA",163,"neg",0,2,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"374","TKA",163,"neg",0,2,0,0,2,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"375","TKA",163,"neg",0,2,0,0,1,"happ",0.333333333333333,0.666666666666667,0,2,0,0,0,1,2
"376","TKA",163,"neg",0,2,0,0,2,"happ",1,0,0,0,0,1,1,1,1
"377","TKA",163,"neg",0,2,0,0,1,"neut",0,2,1,2,3,0,0,0,1
"378","TKA",163,"neg",0,2,0,0,2,"neut",1,0,0,0,0,1,0,2,1
"379","MAM",164,"neu",1,0,2,0,1,"angr",0.333333333333333,0,0,0,0,1,0,0,1
"380","MAM",164,"neu",1,0,2,0,2,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"381","MAM",164,"neu",1,0,2,0,1,"happ",1.33333333333333,0,0,0,0,1,2,1,3
"382","MAM",164,"neu",1,0,2,0,2,"happ",1,0,0,0,0,1,1,1,2
"383","MAM",164,"neu",1,0,2,0,1,"neut",0,2,0,3,3,0,0,0,1
"384","MAM",164,"neu",1,0,2,0,2,"neut",0,2.66666666666667,3,3,2,0,0,0,1
"385","MAM",165,"neg",1,3,1,0,1,"angr",0,0.333333333333333,0,0,1,0,0,0,1
"386","MAM",165,"neg",1,3,1,0,2,"angr",0,0.333333333333333,0,0,1,0,0,0,1
"387","MAM",165,"neg",1,3,1,0,1,"happ",0,0.666666666666667,0,0,2,0,0,0,1
"388","MAM",165,"neg",1,3,1,0,2,"happ",0,0.333333333333333,1,0,0,0,0,0,1
"389","MAM",165,"neg",1,3,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"390","MAM",165,"neg",1,3,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"391","MAM",166,"neg",2,4,1,0,1,"angr",2.33333333333333,0.333333333333333,0,1,0,2,3,2,1
"392","MAM",166,"neg",2,4,1,0,2,"angr",3.33333333333333,0.666666666666667,0,2,0,3,4,3,2
"393","MAM",166,"neg",2,4,1,0,1,"happ",0,4,5,2,5,0,0,0,1
"394","MAM",166,"neg",2,4,1,0,2,"happ",1,2,3,0,3,1,1,1,2
"395","MAM",166,"neg",2,4,1,0,1,"neut",3.33333333333333,0,0,0,0,1,4,5,6
"396","MAM",166,"neg",2,4,1,0,2,"neut",2.33333333333333,0,0,0,0,2,2,3,1
"397","KLP",167,"neu",2,NA,1,0,1,"angr",1,0,0,0,0,1,1,1,1
"398","KLP",167,"neu",2,NA,1,0,2,"angr",1.33333333333333,0,0,0,0,1,1,2,1
"399","KLP",167,"neu",2,NA,1,0,1,"happ",0.666666666666667,1.66666666666667,2,2,1,0,1,1,1
"400","KLP",167,"neu",2,NA,1,0,2,"happ",0.333333333333333,1.66666666666667,2,2,1,0,1,0,1
"401","KLP",167,"neu",2,NA,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"402","KLP",167,"neu",2,NA,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"403","TSS",168,"neu",1,NA,1,0,1,"angr",1.66666666666667,0.333333333333333,1,0,0,2,3,0,3
"404","TSS",168,"neu",1,NA,1,0,2,"angr",2.33333333333333,0,0,0,0,1,3,3,3
"405","TSS",168,"neu",1,NA,1,0,1,"happ",0,5,5,5,5,0,0,0,1
"406","TSS",168,"neu",1,NA,1,0,2,"happ",0,6,6,6,6,0,0,0,1
"407","TSS",168,"neu",1,NA,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"408","TSS",168,"neu",1,NA,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"409","CBV",169,"pos",3,4,3,0,1,"angr",0.666666666666667,0.333333333333333,0,1,0,1,1,0,1
"410","CBV",169,"pos",3,4,3,0,2,"angr",2,0.666666666666667,1,1,0,2,2,2,2
"411","CBV",169,"pos",3,4,3,0,1,"happ",0,3.66666666666667,4,4,3,0,0,0,1
"412","CBV",169,"pos",3,4,3,0,2,"happ",0,2.33333333333333,3,2,2,0,0,0,1
"413","CBV",169,"pos",3,4,3,0,1,"neut",0.666666666666667,1.66666666666667,2,2,1,1,0,1,1
"414","CBV",169,"pos",3,4,3,0,2,"neut",0.333333333333333,1,1,1,1,0,0,1,2
"415","CBV",170,"pos",2,3,0,0,1,"angr",3.66666666666667,0.666666666666667,1,0,1,3,3,5,3
"416","CBV",170,"pos",2,3,0,0,2,"angr",4.66666666666667,0,0,0,0,5,4,5,4
"417","CBV",170,"pos",2,3,0,0,1,"happ",1,3.66666666666667,5,2,4,1,0,2,2
"418","CBV",170,"pos",2,3,0,0,2,"happ",0.333333333333333,4,5,3,4,1,0,0,3
"419","CBV",170,"pos",2,3,0,0,1,"neut",3.33333333333333,0.333333333333333,1,0,0,3,4,3,4
"420","CBV",170,"pos",2,3,0,0,2,"neut",3,0.333333333333333,0,0,1,3,3,3,3
"421","GEO",171,"neu",4,NA,0,0,1,"angr",0,1,1,1,1,0,0,0,1
"422","GEO",171,"neu",4,NA,0,0,2,"angr",0.333333333333333,0,0,0,0,0,0,1,1
"423","GEO",171,"neu",4,NA,0,0,1,"happ",0,1.33333333333333,1,2,1,0,0,0,2
"424","GEO",171,"neu",4,NA,0,0,2,"happ",0,0.666666666666667,1,1,0,0,0,0,1
"425","GEO",171,"neu",4,NA,0,0,1,"neut",0,1.33333333333333,1,1,2,0,0,0,1
"426","GEO",171,"neu",4,NA,0,0,2,"neut",0,1,1,1,1,0,0,0,1
"427","GEO",172,"neg",2,2,2,0,1,"angr",1,1,1,1,1,1,1,1,2
"428","GEO",172,"neg",2,2,2,0,2,"angr",0.333333333333333,0.666666666666667,1,0,1,0,0,1,1
"429","GEO",172,"neg",2,2,2,0,1,"happ",0,2,2,2,2,0,0,0,1
"430","GEO",172,"neg",2,2,2,0,2,"happ",0,1.33333333333333,1,1,2,0,0,0,1
"431","GEO",172,"neg",2,2,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"432","GEO",172,"neg",2,2,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"433","JOB",173,"neu",2,3,0,0,1,"angr",0,1,1,0,2,0,0,0,1
"434","JOB",173,"neu",2,3,0,0,2,"angr",0,0.666666666666667,1,0,1,0,0,0,1
"435","JOB",173,"neu",2,3,0,0,1,"happ",0,0.666666666666667,1,0,1,0,0,0,2
"436","JOB",173,"neu",2,3,0,0,2,"happ",0,0.666666666666667,1,0,1,0,0,0,2
"437","JOB",173,"neu",2,3,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"438","JOB",173,"neu",2,3,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"439","JOB",174,"neu",2,3,2,0,1,"angr",0,0.666666666666667,1,0,1,0,0,0,3
"440","JOB",174,"neu",2,3,2,0,2,"angr",1,0.333333333333333,1,0,0,1,1,1,5
"441","JOB",174,"neu",2,3,2,0,1,"happ",0,1.66666666666667,2,1,2,0,0,0,1
"442","JOB",174,"neu",2,3,2,0,2,"happ",0,1.33333333333333,2,1,1,0,0,0,1
"443","JOB",174,"neu",2,3,2,0,1,"neut",0,0.666666666666667,0,1,1,0,0,0,1
"444","JOB",174,"neu",2,3,2,0,2,"neut",0,0.666666666666667,1,1,0,0,0,0,1
"445","rev",175,"neg",1,0,1,0,1,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"446","rev",175,"neg",1,0,1,0,2,"angr",0,0,0,0,0,0,0,0,1
"447","rev",175,"neg",1,0,1,0,1,"happ",0,0,0,0,0,0,0,0,1
"448","rev",175,"neg",1,0,1,0,2,"happ",0,0,0,0,0,0,0,0,1
"449","rev",175,"neg",1,0,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"450","rev",175,"neg",1,0,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"451","GEO",176,"pos",4,4,0,0,1,"angr",1,0,0,0,0,1,2,0,1
"452","GEO",176,"pos",4,4,0,0,2,"angr",0.666666666666667,0,0,0,0,1,1,0,1
"453","GEO",176,"pos",4,4,0,0,1,"happ",0,1.33333333333333,2,1,1,0,0,0,1
"454","GEO",176,"pos",4,4,0,0,2,"happ",0,1.66666666666667,2,2,1,0,0,0,1
"455","GEO",176,"pos",4,4,0,0,1,"neut",0,0.333333333333333,1,0,0,0,0,0,1
"456","GEO",176,"pos",4,4,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"457","BAF",177,"pos",4,4,0,0,1,"angr",5,0,0,0,0,5,5,5,1
"458","BAF",177,"pos",4,4,0,0,2,"angr",5,0,0,0,0,5,5,5,1
"459","BAF",177,"pos",4,4,0,0,1,"happ",0,6,6,6,6,0,0,0,1
"460","BAF",177,"pos",4,4,0,0,2,"happ",0.333333333333333,4.66666666666667,5,4,5,0,0,1,1
"461","BAF",177,"pos",4,4,0,0,1,"neut",2.33333333333333,0,0,0,0,2,2,3,1
"462","BAF",177,"pos",4,4,0,0,2,"neut",2,0,0,0,0,2,1,3,1
"463","TKA",178,"neu",2,1,0,0,1,"angr",0,1,1,1,1,0,0,0,2
"464","TKA",178,"neu",2,1,0,0,2,"angr",0.333333333333333,0.666666666666667,0,1,1,0,0,1,1
"465","TKA",178,"neu",2,1,0,0,1,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"466","TKA",178,"neu",2,1,0,0,2,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"467","TKA",178,"neu",2,1,0,0,1,"neut",0.333333333333333,0.333333333333333,1,0,0,0,0,1,2
"468","TKA",178,"neu",2,1,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"469","TKA",179,"pos",3,4,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"470","TKA",179,"pos",3,4,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"471","TKA",179,"pos",3,4,0,0,1,"happ",0,0,0,0,0,0,0,0,1
"472","TKA",179,"pos",3,4,0,0,2,"happ",0,0,0,0,0,0,0,0,1
"473","TKA",179,"pos",3,4,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"474","TKA",179,"pos",3,4,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"475","TKA",180,"pos",4,3,1,0,1,"angr",0,0,0,0,0,0,0,0,1
"476","TKA",180,"pos",4,3,1,0,2,"angr",0,0,0,0,0,0,0,0,1
"477","TKA",180,"pos",4,3,1,0,1,"happ",0,0.666666666666667,1,1,0,0,0,0,1
"478","TKA",180,"pos",4,3,1,0,2,"happ",0.333333333333333,0,0,0,0,0,0,1,1
"479","TKA",180,"pos",4,3,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"480","TKA",180,"pos",4,3,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"481","JOB",181,"neu",2,4,2,0,1,"angr",0,0,0,0,0,0,0,0,2
"482","JOB",181,"neu",2,4,2,0,2,"angr",0,0,0,0,0,0,0,0,3
"483","JOB",181,"neu",2,4,2,0,1,"happ",0,5.66666666666667,6,5,6,0,0,0,2
"484","JOB",181,"neu",2,4,2,0,2,"happ",0,3,3,3,3,0,0,0,1
"485","JOB",181,"neu",2,4,2,0,1,"neut",0,1,0,0,3,0,0,0,1
"486","JOB",181,"neu",2,4,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"487","TSS",182,"pos",4,3,0,1,1,"angr",2,0,0,0,0,1,3,2,3
"488","TSS",182,"pos",4,3,0,1,2,"angr",3,0,0,0,0,4,3,2,3
"489","TSS",182,"pos",4,3,0,1,1,"happ",0,1.33333333333333,1,2,1,0,0,0,2
"490","TSS",182,"pos",4,3,0,1,2,"happ",0,1.66666666666667,1,3,1,0,0,0,5
"491","TSS",182,"pos",4,3,0,1,1,"neut",0,0,0,0,0,0,0,0,1
"492","TSS",182,"pos",4,3,0,1,2,"neut",1,0,0,0,0,0,1,2,1
"493","CBV",183,"neg",4,0,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"494","CBV",183,"neg",4,0,0,0,2,"angr",0,0.666666666666667,1,0,1,0,0,0,1
"495","CBV",183,"neg",4,0,0,0,1,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"496","CBV",183,"neg",4,0,0,0,2,"happ",0,0,0,0,0,0,0,0,1
"497","CBV",183,"neg",4,0,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"498","CBV",183,"neg",4,0,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"499","TSS",184,"neu",1,3,0,0,1,"angr",0.666666666666667,0.333333333333333,1,0,0,0,1,1,1
"500","TSS",184,"neu",1,3,0,0,2,"angr",0.666666666666667,1.33333333333333,0,2,2,0,2,0,1
"501","TSS",184,"neu",1,3,0,0,1,"happ",0,0.333333333333333,1,0,0,0,0,0,1
"502","TSS",184,"neu",1,3,0,0,2,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"503","TSS",184,"neu",1,3,0,0,1,"neut",0.333333333333333,1,0,3,0,0,1,0,1
"504","TSS",184,"neu",1,3,0,0,2,"neut",0,0.333333333333333,0,0,1,0,0,0,1
"505","KLP",185,"pos",2,2,0,0,1,"angr",0,1.66666666666667,2,2,1,0,0,0,1
"506","KLP",185,"pos",2,2,0,0,2,"angr",0.333333333333333,0.666666666666667,1,0,1,0,0,1,1
"507","KLP",185,"pos",2,2,0,0,1,"happ",0,3,2,3,4,0,0,0,1
"508","KLP",185,"pos",2,2,0,0,2,"happ",0,1.33333333333333,2,0,2,0,0,0,1
"509","KLP",185,"pos",2,2,0,0,1,"neut",0,2,3,3,0,0,0,0,1
"510","KLP",185,"pos",2,2,0,0,2,"neut",0.333333333333333,1,1,0,2,0,0,1,1
"511","KLP",186,"neg",4,0,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"512","KLP",186,"neg",4,0,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"513","KLP",186,"neg",4,0,0,0,1,"happ",0,0,0,0,0,0,0,0,1
"514","KLP",186,"neg",4,0,0,0,2,"happ",0,0,0,0,0,0,0,0,1
"515","KLP",186,"neg",4,0,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"516","KLP",186,"neg",4,0,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"517","MAM",187,"neu",3,1,1,0,1,"angr",0,0,0,0,0,0,0,0,1
"518","MAM",187,"neu",3,1,1,0,2,"angr",0,0,0,0,0,0,0,0,1
"519","MAM",187,"neu",3,1,1,0,1,"happ",0,1,1,1,1,0,0,0,1
"520","MAM",187,"neu",3,1,1,0,2,"happ",0,0,0,0,0,0,0,0,1
"521","MAM",187,"neu",3,1,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"522","MAM",187,"neu",3,1,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"523","MAM",188,"neg",1,0,0,0,1,"angr",0.333333333333333,0.333333333333333,0,1,0,0,0,1,1
"524","MAM",188,"neg",1,0,0,0,2,"angr",0.666666666666667,0,0,0,0,1,0,1,1
"525","MAM",188,"neg",1,0,0,0,1,"happ",0.333333333333333,0.333333333333333,0,0,1,0,0,1,1
"526","MAM",188,"neg",1,0,0,0,2,"happ",0,1,1,1,1,0,0,0,1
"527","MAM",188,"neg",1,0,0,0,1,"neut",0.666666666666667,0,0,0,0,0,1,1,1
"528","MAM",188,"neg",1,0,0,0,2,"neut",2,0,0,0,0,2,2,2,1
"529","JOB",189,"pos",2,4,0,0,1,"angr",1,0,0,0,0,1,2,0,1
"530","JOB",189,"pos",2,4,0,0,2,"angr",1.33333333333333,0,0,0,0,1,2,1,2
"531","JOB",189,"pos",2,4,0,0,1,"happ",0,2.33333333333333,3,1,3,0,0,0,1
"532","JOB",189,"pos",2,4,0,0,2,"happ",0,1.66666666666667,2,1,2,0,0,0,1
"533","JOB",189,"pos",2,4,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"534","JOB",189,"pos",2,4,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"535","JOB",190,"neu",2,1,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"536","JOB",190,"neu",2,1,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"537","JOB",190,"neu",2,1,0,0,1,"happ",0,0.333333333333333,1,0,0,0,0,0,1
"538","JOB",190,"neu",2,1,0,0,2,"happ",0,0,0,0,0,0,0,0,1
"539","JOB",190,"neu",2,1,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"540","JOB",190,"neu",2,1,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"541","rev",191,"neg",2,0,0,0,1,"angr",0,0.333333333333333,0,1,0,0,0,0,1
"542","rev",191,"neg",2,0,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"543","rev",191,"neg",2,0,0,0,1,"happ",0,2,1,2,3,0,0,0,1
"544","rev",191,"neg",2,0,0,0,2,"happ",0,0.666666666666667,0,2,0,0,0,0,1
"545","rev",191,"neg",2,0,0,0,1,"neut",0,1,0,3,0,0,0,0,1
"546","rev",191,"neg",2,0,0,0,2,"neut",0,2,0,3,3,0,0,0,1
"547","GEO",192,"pos",3,3,3,0,1,"angr",0,0,0,0,0,0,0,0,1
"548","GEO",192,"pos",3,3,3,0,2,"angr",0,0,0,0,0,0,0,0,1
"549","GEO",192,"pos",3,3,3,0,1,"happ",0,0.666666666666667,1,1,0,0,0,0,1
"550","GEO",192,"pos",3,3,3,0,2,"happ",0,0.333333333333333,1,0,0,0,0,0,1
"551","GEO",192,"pos",3,3,3,0,1,"neut",0,0.333333333333333,1,0,0,0,0,0,1
"552","GEO",192,"pos",3,3,3,0,2,"neut",0,0,0,0,0,0,0,0,1
"553","TKA",193,"neg",3,0,2,0,1,"angr",0,0.666666666666667,0,2,0,0,0,0,1
"554","TKA",193,"neg",3,0,2,0,2,"angr",0.333333333333333,0,0,0,0,0,0,1,1
"555","TKA",193,"neg",3,0,2,0,1,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"556","TKA",193,"neg",3,0,2,0,2,"happ",0,0.666666666666667,0,1,1,0,0,0,1
"557","TKA",193,"neg",3,0,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"558","TKA",193,"neg",3,0,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"559","MAM",194,"neu",3,2,0,0,1,"angr",1.66666666666667,0,0,0,0,1,2,2,1
"560","MAM",194,"neu",3,2,0,0,2,"angr",1,0,0,0,0,1,1,1,1
"561","MAM",194,"neu",3,2,0,0,1,"happ",0.333333333333333,0,0,0,0,0,1,0,1
"562","MAM",194,"neu",3,2,0,0,2,"happ",0,1.33333333333333,1,1,2,0,0,0,1
"563","MAM",194,"neu",3,2,0,0,1,"neut",1,0,0,0,0,1,1,1,1
"564","MAM",194,"neu",3,2,0,0,2,"neut",0,0.333333333333333,0,0,1,0,0,0,1
"565","KLP",195,"neg",1,1,0,0,1,"angr",0.333333333333333,0,0,0,0,0,0,1,1
"566","KLP",195,"neg",1,1,0,0,2,"angr",1,0,0,0,0,1,1,1,1
"567","KLP",195,"neg",1,1,0,0,1,"happ",0,1,1,1,1,0,0,0,3
