"","exper_init_var","exper_ssid_var","demand","feedb_awar_var","feedb_blef_var","video_awar_var","heard_awar_var","block.num","trial","anger","happy","hap","sat","enj","agg","irr","ann","dif"
"568","KLP",195,"neg",1,1,0,0,2,"happ",0,0,0,0,0,0,0,0,2
"569","KLP",195,"neg",1,1,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"570","KLP",195,"neg",1,1,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"571","TSS",196,"pos",4,4,2,0,1,"angr",0.666666666666667,0,0,0,0,1,1,0,1
"572","TSS",196,"pos",4,4,2,0,2,"angr",0,0,0,0,0,0,0,0,1
"573","TSS",196,"pos",4,4,2,0,1,"happ",0,1,2,1,0,0,0,0,1
"574","TSS",196,"pos",4,4,2,0,2,"happ",0.666666666666667,0.666666666666667,0,1,1,0,0,2,2
"575","TSS",196,"pos",4,4,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"576","TSS",196,"pos",4,4,2,0,2,"neut",0.666666666666667,0,0,0,0,0,0,2,3
"577","CBV",197,"neg",3,1,0,0,1,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"578","CBV",197,"neg",3,1,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"579","CBV",197,"neg",3,1,0,0,1,"happ",0,0,0,0,0,0,0,0,1
"580","CBV",197,"neg",3,1,0,0,2,"happ",0,0,0,0,0,0,0,0,1
"581","CBV",197,"neg",3,1,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"582","CBV",197,"neg",3,1,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"583","TSS",198,"neg",4,0,0,0,1,"angr",2,0.333333333333333,0,1,0,2,2,2,1
"584","TSS",198,"neg",4,0,0,0,2,"angr",4,0,0,0,0,4,4,4,1
"585","TSS",198,"neg",4,0,0,0,1,"happ",4.33333333333333,0,0,0,0,5,4,4,5
"586","TSS",198,"neg",4,0,0,0,2,"happ",4,0,0,0,0,4,4,4,2
"587","TSS",198,"neg",4,0,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"588","TSS",198,"neg",4,0,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"589","rev",199,"pos",2,0,1,0,1,"angr",1,0,0,0,0,1,1,1,3
"590","rev",199,"pos",2,0,1,0,2,"angr",1,0,0,0,0,1,1,1,2
"591","rev",199,"pos",2,0,1,0,1,"happ",0.666666666666667,0.666666666666667,1,0,1,1,0,1,1
"592","rev",199,"pos",2,0,1,0,2,"happ",0.333333333333333,0.666666666666667,1,1,0,0,0,1,2
"593","rev",199,"pos",2,0,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"594","rev",199,"pos",2,0,1,0,2,"neut",0.333333333333333,0.333333333333333,0,0,1,0,0,1,1
"595","rev",200,"neg",1,2,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"596","rev",200,"neg",1,2,0,0,2,"angr",0,0,0,0,0,0,0,0,2
"597","rev",200,"neg",1,2,0,0,1,"happ",0,0,0,0,0,0,0,0,1
"598","rev",200,"neg",1,2,0,0,2,"happ",0,0,0,0,0,0,0,0,1
"599","rev",200,"neg",1,2,0,0,1,"neut",0,0,0,0,0,0,0,0,2
"600","rev",200,"neg",1,2,0,0,2,"neut",0,0,0,0,0,0,0,0,2
"601","rev",201,"neu",1,NA,0,0,1,"angr",1.33333333333333,0.666666666666667,1,1,0,1,1,2,1
"602","rev",201,"neu",1,NA,0,0,2,"angr",2.66666666666667,0.333333333333333,0,1,0,2,4,2,1
"603","rev",201,"neu",1,NA,0,0,1,"happ",0.666666666666667,2.66666666666667,3,3,2,1,1,0,2
"604","rev",201,"neu",1,NA,0,0,2,"happ",0.333333333333333,1.66666666666667,3,1,1,1,0,0,1
"605","rev",201,"neu",1,NA,0,0,1,"neut",0.333333333333333,1,1,1,1,0,0,1,1
"606","rev",201,"neu",1,NA,0,0,2,"neut",0,1.66666666666667,2,2,1,0,0,0,1
"607","JOB",202,"pos",2,2,1,0,1,"angr",0,0,0,0,0,0,0,0,1
"608","JOB",202,"pos",2,2,1,0,2,"angr",0.333333333333333,0,0,0,0,0,0,1,1
"609","JOB",202,"pos",2,2,1,0,1,"happ",0,0,0,0,0,0,0,0,1
"610","JOB",202,"pos",2,2,1,0,2,"happ",0,0,0,0,0,0,0,0,1
"611","JOB",202,"pos",2,2,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"612","JOB",202,"pos",2,2,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"613","JOB",203,"neg",3,4,2,0,1,"angr",0,0,0,0,0,0,0,0,1
"614","JOB",203,"neg",3,4,2,0,2,"angr",0,0,0,0,0,0,0,0,1
"615","JOB",203,"neg",3,4,2,0,1,"happ",0,1.33333333333333,1,2,1,0,0,0,1
"616","JOB",203,"neg",3,4,2,0,2,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"617","JOB",203,"neg",3,4,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"618","JOB",203,"neg",3,4,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"619","TKA",204,"neu",2,0,2,0,1,"angr",0.333333333333333,0.333333333333333,0,1,0,0,0,1,1
"620","TKA",204,"neu",2,0,2,0,2,"angr",0,0,0,0,0,0,0,0,1
"621","TKA",204,"neu",2,0,2,0,1,"happ",0.333333333333333,0,0,0,0,0,0,1,2
"622","TKA",204,"neu",2,0,2,0,2,"happ",0.333333333333333,0,0,0,0,0,0,1,1
"623","TKA",204,"neu",2,0,2,0,1,"neut",0,0.666666666666667,0,2,0,0,0,0,1
"624","TKA",204,"neu",2,0,2,0,2,"neut",0,0.333333333333333,0,1,0,0,0,0,1
"625","TKA",205,"neg",2,3,0,0,1,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"626","TKA",205,"neg",2,3,0,0,2,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"627","TKA",205,"neg",2,3,0,0,1,"happ",0,0,0,0,0,0,0,0,1
"628","TKA",205,"neg",2,3,0,0,2,"happ",0,0,0,0,0,0,0,0,1
"629","TKA",205,"neg",2,3,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"630","TKA",205,"neg",2,3,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"631","MAM",206,"neu",1,2,0,0,1,"angr",2,0,0,0,0,2,2,2,1
"632","MAM",206,"neu",1,2,0,0,2,"angr",3.33333333333333,0,0,0,0,2,4,4,1
"633","MAM",206,"neu",1,2,0,0,1,"happ",0,2,2,2,2,0,0,0,1
"634","MAM",206,"neu",1,2,0,0,2,"happ",0,4,5,4,3,0,0,0,1
"635","MAM",206,"neu",1,2,0,0,1,"neut",1.33333333333333,0,0,0,0,2,1,1,1
"636","MAM",206,"neu",1,2,0,0,2,"neut",3,0,0,0,0,3,2,4,1
"637","MAM",207,"neu",1,1,0,1,1,"angr",4,0,0,0,0,6,2,4,1
"638","MAM",207,"neu",1,1,0,1,2,"angr",3.66666666666667,0,0,0,0,5,3,3,1
"639","MAM",207,"neu",1,1,0,1,1,"happ",0,4.33333333333333,6,2,5,0,0,0,1
"640","MAM",207,"neu",1,1,0,1,2,"happ",0,4.33333333333333,4,4,5,0,0,0,1
"641","MAM",207,"neu",1,1,0,1,1,"neut",0,0,0,0,0,0,0,0,1
"642","MAM",207,"neu",1,1,0,1,2,"neut",0.333333333333333,0,0,0,0,0,0,1,1
"643","KLP",208,"pos",4,3,0,0,1,"angr",2,0,0,0,0,2,2,2,1
"644","KLP",208,"pos",4,3,0,0,2,"angr",1.66666666666667,0,0,0,0,2,1,2,1
"645","KLP",208,"pos",4,3,0,0,1,"happ",0.666666666666667,0,0,0,0,0,1,1,1
"646","KLP",208,"pos",4,3,0,0,2,"happ",0.333333333333333,0.333333333333333,1,0,0,0,0,1,1
"647","KLP",208,"pos",4,3,0,0,1,"neut",0.666666666666667,0,0,0,0,0,1,1,1
"648","KLP",208,"pos",4,3,0,0,2,"neut",0.666666666666667,0,0,0,0,0,1,1,1
"649","KLP",209,"neu",4,3,0,0,1,"angr",0,1,1,0,2,0,0,0,1
"650","KLP",209,"neu",4,3,0,0,2,"angr",0,1,1,1,1,0,0,0,1
"651","KLP",209,"neu",4,3,0,0,1,"happ",0,2.33333333333333,3,1,3,0,0,0,1
"652","KLP",209,"neu",4,3,0,0,2,"happ",0,1,1,0,2,0,0,0,1
"653","KLP",209,"neu",4,3,0,0,1,"neut",0.333333333333333,0,0,0,0,0,0,1,1
"654","KLP",209,"neu",4,3,0,0,2,"neut",0.666666666666667,0,0,0,0,0,1,1,1
"655","TSS",211,"neu",2,4,0,0,1,"angr",2.66666666666667,0,0,0,0,1,3,4,1
"656","TSS",211,"neu",2,4,0,0,2,"angr",4.66666666666667,0,0,0,0,5,5,4,2
"657","TSS",211,"neu",2,4,0,0,1,"happ",0,3.66666666666667,4,3,4,0,0,0,1
"658","TSS",211,"neu",2,4,0,0,2,"happ",0,2,2,2,2,0,0,0,1
"659","TSS",211,"neu",2,4,0,0,1,"neut",0.333333333333333,0,0,0,0,1,0,0,1
"660","TSS",211,"neu",2,4,0,0,2,"neut",0,3,1,5,3,0,0,0,1
"661","CBV",212,"neg",3,1,0,0,1,"angr",0.333333333333333,0,0,0,0,0,0,1,3
"662","CBV",212,"neg",3,1,0,0,2,"angr",1,0,0,0,0,1,1,1,2
"663","CBV",212,"neg",3,1,0,0,1,"happ",0.666666666666667,0,0,0,0,0,1,1,1
"664","CBV",212,"neg",3,1,0,0,2,"happ",1.66666666666667,0,0,0,0,2,2,1,2
"665","CBV",212,"neg",3,1,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"666","CBV",212,"neg",3,1,0,0,2,"neut",0,0.333333333333333,0,0,1,0,0,0,1
"667","CBV",213,"neg",3,0,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"668","CBV",213,"neg",3,0,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"669","CBV",213,"neg",3,0,0,0,1,"happ",0,0.333333333333333,1,0,0,0,0,0,1
"670","CBV",213,"neg",3,0,0,0,2,"happ",0,0,0,0,0,0,0,0,1
"671","CBV",213,"neg",3,0,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"672","CBV",213,"neg",3,0,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"673","TSS",214,"neg",4,4,0,0,1,"angr",0,0,0,0,0,0,0,0,3
"674","TSS",214,"neg",4,4,0,0,2,"angr",1,0,0,0,0,1,1,1,2
"675","TSS",214,"neg",4,4,0,0,1,"happ",0.333333333333333,1,1,1,1,0,0,1,3
"676","TSS",214,"neg",4,4,0,0,2,"happ",0,1,1,1,1,0,0,0,2
"677","TSS",214,"neg",4,4,0,0,1,"neut",0,0.666666666666667,0,1,1,0,0,0,1
"678","TSS",214,"neg",4,4,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"679","GEO",215,"neg",1,2,1,0,1,"angr",0,0,0,0,0,0,0,0,1
"680","GEO",215,"neg",1,2,1,0,2,"angr",0,0,0,0,0,0,0,0,1
"681","GEO",215,"neg",1,2,1,0,1,"happ",0,0.333333333333333,1,0,0,0,0,0,1
"682","GEO",215,"neg",1,2,1,0,2,"happ",0,0.333333333333333,1,0,0,0,0,0,1
"683","GEO",215,"neg",1,2,1,0,1,"neut",0,0.666666666666667,0,1,1,0,0,0,1
"684","GEO",215,"neg",1,2,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"685","CBV",216,"pos",2,2,0,0,1,"angr",0.333333333333333,0,0,0,0,0,1,0,1
"686","CBV",216,"pos",2,2,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"687","CBV",216,"pos",2,2,0,0,1,"happ",0,0,0,0,0,0,0,0,2
"688","CBV",216,"pos",2,2,0,0,2,"happ",0,1,1,1,1,0,0,0,1
"689","CBV",216,"pos",2,2,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"690","CBV",216,"pos",2,2,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"691","CBV",217,"pos",4,3,2,0,1,"angr",0.666666666666667,0,0,0,0,1,1,0,1
"692","CBV",217,"pos",4,3,2,0,2,"angr",0.666666666666667,0,0,0,0,1,1,0,1
"693","CBV",217,"pos",4,3,2,0,1,"happ",0.333333333333333,0.333333333333333,0,0,1,0,0,1,1
"694","CBV",217,"pos",4,3,2,0,2,"happ",0.333333333333333,0.333333333333333,1,0,0,0,0,1,1
"695","CBV",217,"pos",4,3,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"696","CBV",217,"pos",4,3,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"697","rev",218,"pos",3,4,1,0,1,"angr",1.66666666666667,0,0,0,0,1,2,2,3
"698","rev",218,"pos",3,4,1,0,2,"angr",1.33333333333333,0,0,0,0,1,2,1,4
"699","rev",218,"pos",3,4,1,0,1,"happ",0,4.66666666666667,5,4,5,0,0,0,1
"700","rev",218,"pos",3,4,1,0,2,"happ",0,3.66666666666667,4,3,4,0,0,0,2
"701","rev",218,"pos",3,4,1,0,1,"neut",0.333333333333333,0.333333333333333,1,0,0,0,0,1,1
"702","rev",218,"pos",3,4,1,0,2,"neut",0.333333333333333,0,0,0,0,0,1,0,1
"703","GEO",219,"neu",2,0,3,0,1,"angr",0,0,0,0,0,0,0,0,1
"704","GEO",219,"neu",2,0,3,0,2,"angr",0,0,0,0,0,0,0,0,1
"705","GEO",219,"neu",2,0,3,0,1,"happ",0,0,0,0,0,0,0,0,1
"706","GEO",219,"neu",2,0,3,0,2,"happ",0.333333333333333,0,0,0,0,0,0,1,4
"707","GEO",219,"neu",2,0,3,0,1,"neut",0,0,0,0,0,0,0,0,1
"708","GEO",219,"neu",2,0,3,0,2,"neut",0,0,0,0,0,0,0,0,1
"709","BAF",220,"pos",4,2,0,0,1,"angr",0.333333333333333,0,0,0,0,0,1,0,2
"710","BAF",220,"pos",4,2,0,0,2,"angr",0,0,0,0,0,0,0,0,2
"711","BAF",220,"pos",4,2,0,0,1,"happ",0,0.666666666666667,1,1,0,0,0,0,2
"712","BAF",220,"pos",4,2,0,0,2,"happ",0,0,0,0,0,0,0,0,2
"713","BAF",220,"pos",4,2,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"714","BAF",220,"pos",4,2,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"715","TKA",221,"neg",0,0,0,0,1,"angr",0.333333333333333,0.333333333333333,0,1,0,0,1,0,1
"716","TKA",221,"neg",0,0,0,0,2,"angr",0.666666666666667,0,0,0,0,0,0,2,1
"717","TKA",221,"neg",0,0,0,0,1,"happ",1.33333333333333,0.666666666666667,0,2,0,0,1,3,1
"718","TKA",221,"neg",0,0,0,0,2,"happ",0.666666666666667,0,0,0,0,0,1,1,1
"719","TKA",221,"neg",0,0,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"720","TKA",221,"neg",0,0,0,0,2,"neut",0.666666666666667,0,0,0,0,1,1,0,1
"721","TKA",222,"pos",2,4,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"722","TKA",222,"pos",2,4,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"723","TKA",222,"pos",2,4,0,0,1,"happ",0,0.666666666666667,1,1,0,0,0,0,1
"724","TKA",222,"pos",2,4,0,0,2,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"725","TKA",222,"pos",2,4,0,0,1,"neut",0,0,0,0,0,0,0,0,2
"726","TKA",222,"pos",2,4,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"727","TKA",223,"neg",3,3,0,0,1,"angr",1.66666666666667,0,0,0,0,1,1,3,2
"728","TKA",223,"neg",3,3,0,0,2,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"729","TKA",223,"neg",3,3,0,0,1,"happ",0,0.666666666666667,1,0,1,0,0,0,1
"730","TKA",223,"neg",3,3,0,0,2,"happ",0.666666666666667,1,1,1,1,0,1,1,1
"731","TKA",223,"neg",3,3,0,0,1,"neut",0.666666666666667,0,0,0,0,0,1,1,1
"732","TKA",223,"neg",3,3,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"733","TSS",225,"pos",4,2,0,0,1,"angr",0.666666666666667,0,0,0,0,0,2,0,1
"734","TSS",225,"pos",4,2,0,0,2,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"735","TSS",225,"pos",4,2,0,0,1,"happ",0,1,1,1,1,0,0,0,1
"736","TSS",225,"pos",4,2,0,0,2,"happ",0,1,1,1,1,0,0,0,1
"737","TSS",225,"pos",4,2,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"738","TSS",225,"pos",4,2,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"739","TSS",226,"neu",1,3,1,0,1,"angr",1,0,0,0,0,1,1,1,1
"740","TSS",226,"neu",1,3,1,0,2,"angr",1,0,0,0,0,1,1,1,1
"741","TSS",226,"neu",1,3,1,0,1,"happ",0,1,1,1,1,0,0,0,1
"742","TSS",226,"neu",1,3,1,0,2,"happ",0,0.666666666666667,1,1,0,0,0,0,1
"743","TSS",226,"neu",1,3,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"744","TSS",226,"neu",1,3,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"745","KLP",227,"neu",2,0,0,0,1,"angr",0.333333333333333,0,0,0,0,0,0,1,1
"746","KLP",227,"neu",2,0,0,0,2,"angr",0.333333333333333,0,0,0,0,1,0,0,1
"747","KLP",227,"neu",2,0,0,0,1,"happ",0,1.66666666666667,3,0,2,0,0,0,1
"748","KLP",227,"neu",2,0,0,0,2,"happ",0,1,2,0,1,0,0,0,1
"749","KLP",227,"neu",2,0,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"750","KLP",227,"neu",2,0,0,0,2,"neut",0,0,0,0,0,0,0,0,1
"751","KLP",228,"neu",1,3,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"752","KLP",228,"neu",1,3,0,0,2,"angr",2.66666666666667,0,0,0,0,0,4,4,1
"753","KLP",228,"neu",1,3,0,0,1,"happ",0,4.33333333333333,4,4,5,0,0,0,1
"754","KLP",228,"neu",1,3,0,0,2,"happ",0,3.33333333333333,2,5,3,0,0,0,1
"755","KLP",228,"neu",1,3,0,0,1,"neut",0,3.33333333333333,0,5,5,0,0,0,1
"756","KLP",228,"neu",1,3,0,0,2,"neut",1.33333333333333,0,0,0,0,2,2,0,1
"757","MAM",229,"neu",0,2,1,0,1,"angr",0.333333333333333,0,0,0,0,0,0,1,1
"758","MAM",229,"neu",0,2,1,0,2,"angr",2.66666666666667,0,0,0,0,3,3,2,2
"759","MAM",229,"neu",0,2,1,0,1,"happ",0,4.33333333333333,3,5,5,0,0,0,1
"760","MAM",229,"neu",0,2,1,0,2,"happ",0,5,5,5,5,0,0,0,1
"761","MAM",229,"neu",0,2,1,0,1,"neut",3,0,0,0,0,3,3,3,1
"762","MAM",229,"neu",0,2,1,0,2,"neut",2,0,0,0,0,0,3,3,1
"763","JOB",230,"neu",0,2,2,0,1,"angr",1,0,0,0,0,1,1,1,1
"764","JOB",230,"neu",0,2,2,0,2,"angr",1,0,0,0,0,1,1,1,1
"765","JOB",230,"neu",0,2,2,0,1,"happ",0,1,2,0,1,0,0,0,1
"766","JOB",230,"neu",0,2,2,0,2,"happ",0.666666666666667,0.666666666666667,1,1,0,0,1,1,1
"767","JOB",230,"neu",0,2,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"768","JOB",230,"neu",0,2,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"769","JOB",231,"pos",2,4,2,0,1,"angr",0.333333333333333,0,0,0,0,0,0,1,1
"770","JOB",231,"pos",2,4,2,0,2,"angr",0.666666666666667,0,0,0,0,1,0,1,2
"771","JOB",231,"pos",2,4,2,0,1,"happ",0.333333333333333,1,1,1,1,0,0,1,1
"772","JOB",231,"pos",2,4,2,0,2,"happ",0,0.666666666666667,1,1,0,0,0,0,1
"773","JOB",231,"pos",2,4,2,0,1,"neut",0,0.666666666666667,0,2,0,0,0,0,1
"774","JOB",231,"pos",2,4,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"775","rev",232,"neu",1,3,1,0,1,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"776","rev",232,"neu",1,3,1,0,2,"angr",1,0,0,0,0,1,1,1,1
"777","rev",232,"neu",1,3,1,0,1,"happ",0.333333333333333,0.333333333333333,0,0,1,0,1,0,2
"778","rev",232,"neu",1,3,1,0,2,"happ",0.333333333333333,0.333333333333333,0,0,1,0,1,0,2
"779","rev",232,"neu",1,3,1,0,1,"neut",0,0,0,0,0,0,0,0,1
"780","rev",232,"neu",1,3,1,0,2,"neut",0,0,0,0,0,0,0,0,1
"781","rev",233,"neg",2,3,1,0,1,"angr",0.333333333333333,1.33333333333333,1,2,1,0,1,0,1
"782","rev",233,"neg",2,3,1,0,2,"angr",0.666666666666667,1.33333333333333,1,1,2,2,0,0,1
"783","rev",233,"neg",2,3,1,0,1,"happ",0,3.33333333333333,4,3,3,0,0,0,1
"784","rev",233,"neg",2,3,1,0,2,"happ",0,2.33333333333333,3,2,2,0,0,0,2
"785","rev",233,"neg",2,3,1,0,1,"neut",0,1,1,2,0,0,0,0,1
"786","rev",233,"neg",2,3,1,0,2,"neut",0.666666666666667,2.66666666666667,1,4,3,0,2,0,1
"787","GEO",234,"pos",2,3,3,0,1,"angr",0,2,2,3,1,0,0,0,2
"788","GEO",234,"pos",2,3,3,0,2,"angr",0,2.33333333333333,3,3,1,0,0,0,1
"789","GEO",234,"pos",2,3,3,0,1,"happ",0,1,1,1,1,0,0,0,2
"790","GEO",234,"pos",2,3,3,0,2,"happ",0,2.33333333333333,2,3,2,0,0,0,1
"791","GEO",234,"pos",2,3,3,0,1,"neut",0,1.66666666666667,1,3,1,0,0,0,1
"792","GEO",234,"pos",2,3,3,0,2,"neut",0,0.666666666666667,0,2,0,0,0,0,1
"793","TKA",235,"neu",0,4,1,0,1,"angr",3,0,0,0,0,3,3,3,5
"794","TKA",235,"neu",0,4,1,0,2,"angr",2.66666666666667,0,0,0,0,2,3,3,4
"795","TKA",235,"neu",0,4,1,0,1,"happ",0.666666666666667,1,1,1,1,0,1,1,3
"796","TKA",235,"neu",0,4,1,0,2,"happ",1.66666666666667,0.333333333333333,0,1,0,2,1,2,3
"797","TKA",235,"neu",0,4,1,0,1,"neut",2,0.333333333333333,0,1,0,2,2,2,1
"798","TKA",235,"neu",0,4,1,0,2,"neut",0.333333333333333,1,1,1,1,0,0,1,1
"799","JOB",236,"neu",0,0,3,0,1,"angr",0,0,0,0,0,0,0,0,1
"800","JOB",236,"neu",0,0,3,0,2,"angr",0,0,0,0,0,0,0,0,2
"801","JOB",236,"neu",0,0,3,0,1,"happ",0,0,0,0,0,0,0,0,1
"802","JOB",236,"neu",0,0,3,0,2,"happ",0,0,0,0,0,0,0,0,1
"803","JOB",236,"neu",0,0,3,0,1,"neut",0.333333333333333,0,0,0,0,0,0,1,1
"804","JOB",236,"neu",0,0,3,0,2,"neut",0,0,0,0,0,0,0,0,1
"805","KLP",237,"neu",2,1,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"806","KLP",237,"neu",2,1,0,0,2,"angr",0.666666666666667,0,0,0,0,0,1,1,2
"807","KLP",237,"neu",2,1,0,0,1,"happ",0,0,0,0,0,0,0,0,2
"808","KLP",237,"neu",2,1,0,0,2,"happ",0.666666666666667,0,0,0,0,0,1,1,2
"809","KLP",237,"neu",2,1,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"810","KLP",237,"neu",2,1,0,0,2,"neut",0.333333333333333,0,0,0,0,0,1,0,1
"811","TSS",238,"pos",4,1,0,0,1,"angr",0,0,0,0,0,0,0,0,1
"812","TSS",238,"pos",4,1,0,0,2,"angr",0,0,0,0,0,0,0,0,1
"813","TSS",238,"pos",4,1,0,0,1,"happ",0,0,0,0,0,0,0,0,1
"814","TSS",238,"pos",4,1,0,0,2,"happ",0.666666666666667,0,0,0,0,0,0,2,1
"815","TSS",238,"pos",4,1,0,0,1,"neut",0,0,0,0,0,0,0,0,1
"816","TSS",238,"pos",4,1,0,0,2,"neut",0.333333333333333,0,0,0,0,0,0,1,1
"817","CBV",239,"pos",4,0,0,0,1,"angr",0.333333333333333,0,0,0,0,0,0,1,1
"818","CBV",239,"pos",4,0,0,0,2,"angr",0.333333333333333,0,0,0,0,0,1,0,1
"819","CBV",239,"pos",4,0,0,0,1,"happ",0.333333333333333,0.666666666666667,1,1,0,0,1,0,2
"820","CBV",239,"pos",4,0,0,0,2,"happ",0.333333333333333,0,0,0,0,0,1,0,1
"821","CBV",239,"pos",4,0,0,0,1,"neut",0,0.333333333333333,0,0,1,0,0,0,1
"822","CBV",239,"pos",4,0,0,0,2,"neut",0,0.333333333333333,0,1,0,0,0,0,1
"823","TSS",240,"neg",4,0,2,0,1,"angr",0,0,0,0,0,0,0,0,1
"824","TSS",240,"neg",4,0,2,0,2,"angr",0,0,0,0,0,0,0,0,1
"825","TSS",240,"neg",4,0,2,0,1,"happ",0,0,0,0,0,0,0,0,1
"826","TSS",240,"neg",4,0,2,0,2,"happ",0,0,0,0,0,0,0,0,1
"827","TSS",240,"neg",4,0,2,0,1,"neut",0,0,0,0,0,0,0,0,1
"828","TSS",240,"neg",4,0,2,0,2,"neut",0,0,0,0,0,0,0,0,1
"829","rev",241,"neg",3,1,2,0,1,"angr",0.333333333333333,0.333333333333333,0,1,0,0,1,0,1
"830","rev",241,"neg",3,1,2,0,2,"angr",0.666666666666667,0,0,0,0,0,1,1,1
"831","rev",241,"neg",3,1,2,0,1,"happ",0,0.666666666666667,1,1,0,0,0,0,1
"832","rev",241,"neg",3,1,2,0,2,"happ",0,0,0,0,0,0,0,0,1
"833","rev",241,"neg",3,1,2,0,1,"neut",0.333333333333333,0.333333333333333,1,0,0,0,0,1,5
"834","rev",241,"neg",3,1,2,0,2,"neut",0.333333333333333,0,0,0,0,0,0,1,4
"835","GEO",242,"pos",3,3,1,0,1,"angr",2,0.333333333333333,0,0,1,0,3,3,1
"836","GEO",242,"pos",3,3,1,0,2,"angr",1,0,0,0,0,1,1,1,1
"837","GEO",242,"pos",3,3,1,0,1,"happ",0,1.33333333333333,2,0,2,0,0,0,1
"838","GEO",242,"pos",3,3,1,0,2,"happ",1.33333333333333,0,0,0,0,0,2,2,2
"839","GEO",242,"pos",3,3,1,0,1,"neut",1.33333333333333,0,0,0,0,0,1,3,1
"840","GEO",242,"pos",3,3,1,0,2,"neut",1,0,0,0,0,1,1,1,1
"841","GEO",243,"neu",2,3,0,0,1,"angr",0,2.33333333333333,2,3,2,0,0,0,1
"842","GEO",243,"neu",2,3,0,0,2,"angr",0,1,1,1,1,0,0,0,1
"843","GEO",243,"neu",2,3,0,0,1,"happ",0,1,1,1,1,0,0,0,1
"844","GEO",243,"neu",2,3,0,0,2,"happ",0,1.66666666666667,2,1,2,0,0,0,1
"845","GEO",243,"neu",2,3,0,0,1,"neut",0,1.33333333333333,2,1,1,0,0,0,1
"846","GEO",243,"neu",2,3,0,0,2,"neut",0,1.33333333333333,1,1,2,0,0,0,1
"847","GEO",244,"pos",4,4,0,0,1,"angr",2,0,0,0,0,2,1,3,1
"848","GEO",244,"pos",4,4,0,0,2,"angr",1,0,0,0,0,1,1,1,1
"849","GEO",244,"pos",4,4,0,0,1,"happ",0,2.66666666666667,3,2,3,0,0,0,1
"850","GEO",244,"pos",4,4,0,0,2,"happ",0,2,3,1,2,0,0,0,1
"851","GEO",244,"pos",4,4,0,0,1,"neut",0.333333333333333,0,0,0,0,0,0,1,1
"852","GEO",244,"pos",4,4,0,0,2,"neut",0.666666666666667,0,0,0,0,0,1,1,1
"853","JOB",245,"neg",2,1,3,0,1,"angr",0.333333333333333,0,0,0,0,0,0,1,1
"854","JOB",245,"neg",2,1,3,0,2,"angr",0.333333333333333,0,0,0,0,0,1,0,1
